ADDRESS1,ADDRESS2,ADDRESS3,AREA,CATEGORY,CE_CATEGORY,CITY,CLOSE_DATE,COLLECTION_DAY,CREATED_BY,CREATED_BY_USER,CREATION_DATE,DEPARTMENT,DISTRICT,DIVISION,FOLLOWUP_DATE,FULL_ADDRESS,GROUP_NAME,INCIDENT_ID,INCIDENT_NUMBER,INCIDENT_RESOLVED_DATE,INCIDENT_TYPE_ID,LAST_MODIFIED_DATE,LAST_UPDATE_DATE,LAST_UPDATE_LOGIN,LAST_UPDATED_BY,Location 1,MAP_PAGE,MLGW_ON,MLGW_STATUS,NEXT_OPEN_TASK_DATE,NUMBER_OF_TASKS,OWNER_NAME,PARCEL_ID,POSTAL_CODE,REPORTED_DATE,REQUEST_PRIORITY,REQUEST_STATUS,REQUEST_TYPE,RESOLUTION_CODE,RESOLUTION_CODE_MEANING,RESOLUTION_SUMMARY,SR_CREATION_CHANNEL,STATE,STREET_NAME,SUB_DISTRICT,SWM_CODE,TARGET_BLOCK,ZONE,location1,SUMMARY_1,City Council Districts,South City,SC Quarter Mile Buffer,Memphis 3.0 Planning Districts,Shelby County Zip Codes
"3749 Douglass Ave, Memphis TN 38111, United States",,,C,Cart Maintenance,,MEMPHIS,,Tuesday,,,11/15/2024 09:08:46 AM,Solid Waste Management,,Solid Waste Management,,"3749 DOUGLASS AVE, MEMPHIS TN 38111, UNITED STATES",MEMPHIS,7182791,7182791,,10668,,11/15/2024 03:23:13 PM,,jjackson_AWPM,"3749 DOUGLASS AVE, MEMPHIS TN 38111, UNITED STATES",,,A,,,,046035  00005,,11/14/2024 06:00:00 PM,Medium,Open,SWM-Carts Out After-hours,,,,WEB,TN,DOUGLASS AVE,,,,C1,POINT (-90.04925 35.14976),Not Applicable,7,,,8,5
5415 STARDUST DR,,,,Miscellaneous,,MEMPHIS,,,,,11/15/2024 12:01:46 PM,Code Enforcement,,Public Works,,5415 STARDUST DR MEMPHIS TENNESSEE 38134,Memphis,7182919,7182919,,10396,,11/15/2024 12:01:46 PM,,,5415 STARDUST DR,,,,,,,087033 A00102,38134,11/15/2024 11:56:00 AM,Low,Open,CE-Code Miscellaneous,,,,WEB,Tennessee,STARDUST DR,,,24,,POINT (-89.87395 35.19371),Not Applicable,,,,,28
8721 GRANDBURY PL,,,E,Recycle,,MEMPHIS,,Thursday,,,11/15/2024 09:33:01 AM,Solid Waste Management,,Solid Waste Management,,8721 GRANDBURY PL MEMPHIS TENNESSEE,Memphis,7182821,7182821,,10435,,11/15/2024 03:23:13 PM,,jjackson_AWPM,8721 GRANDBURY PL,,,A,,,,096516 F00040,,11/15/2024 09:29:00 AM,Low,Open,SWM-Recycling Missed,,,,WEB,Tennessee,GRANDBURY PL,,,,E1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
3450 VANUYS RD,,,,Others,,MEMPHIS,11/15/2024 10:30:00 AM,,,,11/15/2024 11:28:02 AM,ENVIRONMENTAL MAINTENANCE,,Public Works,,3450 VANUYS RD MEMPHIS TENNESSEE 38111,MEMPHIS,50076388,50076388,,10688,,11/15/2024 10:22:58 PM,,,3450 VANUYS RD,045,,,,,,058005  00061,38111,11/15/2024 05:24:14 AM,Low,Closed,EMI-Sewer Backup,,,"MT-238
NO PROBLEM
M/L DOWN & RUNNING",WEB,Tennessee,VANUYS RD,,,,,POINT (-89.94286 35.1124),Not Applicable,4,,,9,10
3162 COWDEN AVE,,,B,Garbage,,MEMPHIS,,Thursday,,,11/15/2024 03:53:34 PM,Solid Waste Management,,Solid Waste Management,,3162 COWDEN AVE MEMPHIS TENNESSEE,Memphis,7183078,7183078,,10431,,11/15/2024 03:53:34 PM,,,3162 COWDEN AVE,,,,,,,045091  00061,,11/15/2024 03:51:00 PM,Low,Open,SWM-Missed Bulk Trash,,,,WEB,Tennessee,COWDEN AVE,,,,B1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
4545 E RALEIGH MILLINGTON RD,,,A,Recycle,,MEMPHIS,,Tuesday,,,11/15/2024 12:33:04 PM,Solid Waste Management,,Solid Waste Management,,4545 E RALEIGH MILLINGTON RD MEMPHIS TENNESSEE,Memphis,7182944,7182944,,10435,,11/15/2024 03:23:13 PM,,jjackson_AWPM,4545 E RALEIGH MILLINGTON RD,,,A,,,,090026  00006,,11/15/2024 12:32:00 PM,Low,Open,SWM-Recycling Missed,,,,WEB,Tennessee,E RALEIGH MILLINGTON RD,,,,A3,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
3950 AUSTIN PEAY HWY,,,,,,MEMPHIS,,,,,11/15/2024 10:54:20 AM,CODE ENFORCEMENT,,Public Works,11/29/2024 10:52:14 AM,3950 AUSTIN PEAY HWY MEMPHIS TENNESSEE 38111,MEMPHIS,50076373,50076373,,34748,,11/15/2024 10:54:20 AM,,,3950 AUSTIN PEAY HWY,,,,,,,087004  00117C,38111,11/15/2024 10:52:00 AM,Low,Open,COMM-Junky Property,,,,WEB,Tennessee,AUSTIN PEAY HWY,,,80,,POINT (-89.94286 35.1124),Not Applicable,4,,,9,10
1915 GLORY CL,,,C,Recycle,,MEMPHIS,,Thursday,,,11/15/2024 08:10:10 AM,Solid Waste Management,,Solid Waste Management,,1915 GLORY CL MEMPHIS TENNESSEE,Memphis,7182737,7182737,,10435,,11/15/2024 03:23:13 PM,,jjackson_AWPM,1915 GLORY CL,,,A,,,,048041  00010,,11/15/2024 08:08:00 AM,Low,Open,SWM-Recycling Missed,,,,WEB,Tennessee,GLORY CL,,,,C2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
2635 HERNANDO RD,,,,Weeds,,MEMPHIS,,,,,11/15/2024 09:16:35 AM,GROUNDS MAINTENANCE,,Public Works,11/23/2024 03:15:47 AM,2635 HERNANDO RD MEMPHIS TN 38106,MEMPHIS,50076316,50076316,,10205,,11/15/2024 09:16:35 AM,,,2635 HERNANDO RD,,,,,,,060172  00011C,38106,11/15/2024 09:16:35 AM,Low,In Progress,CW-Weeds Vacant Lots,VIOLATION,,Property in Violation,WEB,TN,HERNANDO RD,,,135,,POINT (-90.05211 35.11597),Not Applicable,6,,1,14,6
1930 LYNNBROOK PL,,,,,,MEMPHIS,,,,,11/15/2024 12:14:59 PM,DRAIN MAINTENANCE,,Public Works,,1930 LYNNBROOK PL MEMPHIS TENNESSEE,Memphis,7182930,7182930,,29757,,11/15/2024 12:14:59 PM,,,1930 LYNNBROOK PL,064,,,,,,078008  00045C,,11/15/2024 06:13:00 AM,Low,Open,PW (DM)-DITCH MAINTENANCE,,,,WEB,Tennessee,LYNNBROOK PL,,,,,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
2150 BENTON ST,,,,Weeds,,MEMPHIS,,,,,11/15/2024 10:14:19 AM,GROUNDS MAINTENANCE,,Public Works,11/23/2024 04:13:36 AM,2150 BENTON ST MEMPHIS TN 38106,MEMPHIS,50076358,50076358,,10204,,11/15/2024 10:14:19 AM,,,2150 BENTON ST,,,,,,,049077  00027,38106,11/15/2024 10:14:19 AM,Low,In Progress,CW-Weeds Vacant Houses,VIOLATION,,Property in Violation,WEB,TN,BENTON ST,,,133,,POINT (-90.05211 35.11597),Not Applicable,6,,1,14,6
1616 CAMILLE WAY CV,,,E,Garbage,,MEMPHIS,,Thursday,,,11/15/2024 02:11:12 PM,Solid Waste Management,,Solid Waste Management,,1616 CAMILLE WAY CV MEMPHIS TENNESSEE,Memphis,7182970,7182970,,10432,,11/15/2024 03:23:13 PM,,jjackson_AWPM,1616 CAMILLE WAY CV,,,A,,,,096507 A00152,,11/15/2024 02:09:00 PM,Low,Open,SWM-Garbage Missed,,,,WEB,Tennessee,CAMILLE WAY CV,,,,E1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
932 BIGGS ST,,,A,Garbage,,MEMPHIS,,Wednesday,,,11/15/2024 09:37:03 AM,Solid Waste Management,,Solid Waste Management,,932 BIGGS ST MEMPHIS TENNESSEE,Memphis,7182824,7182824,,10432,,11/15/2024 09:39:35 AM,,,932 BIGGS ST,,,,,,,052009  00018,,11/15/2024 09:33:00 AM,Low,Closed,SWM-Garbage Missed,SWM100,,p/u,WEB,Tennessee,BIGGS ST,,,,A2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
488 JOSEPHINE ST,,,B,Cart Maintenance,,MEMPHIS,,Thursday,,,11/15/2024 10:33:29 AM,Solid Waste Management,,Solid Waste Management,,488 JOSEPHINE ST MEMPHIS TENNESSEE,Memphis,7182877,7182877,,10441,,11/15/2024 03:23:13 PM,,jjackson_AWPM,488 JOSEPHINE ST,,,A,,,,045023  00051,,11/15/2024 10:29:00 AM,Low,Open,SWM-Missing Cart,,,,WEB,Tennessee,JOSEPHINE ST,,,,B3,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
1631 WILSON RD,,,D,Recycle,,MEMPHIS,,Tuesday,,,11/15/2024 09:08:46 AM,Solid Waste Management,,Solid Waste Management,,1631 WILSON RD MEMPHIS TENNESSEE,Memphis,7182792,7182792,,10435,,11/15/2024 03:23:13 PM,,jjackson_AWPM,1631 WILSON RD,,,A,,,,079099  00002,,11/15/2024 09:07:00 AM,Low,Open,SWM-Recycling Missed,,,,WEB,Tennessee,WILSON RD,,,,D3,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
651 E DAVANT AVE,,,,Weeds,,MEMPHIS,,,,,11/15/2024 10:24:52 AM,GROUNDS MAINTENANCE,,Public Works,11/23/2024 04:23:55 AM,651 E DAVANT AVE MEMPHIS TN 38106,MEMPHIS,50076360,50076360,,10204,,11/15/2024 10:24:52 AM,,,651 E DAVANT AVE,,,,,,,049056  00006,38106,11/15/2024 10:24:52 AM,Low,In Progress,CW-Weeds Vacant Houses,VIOLATION,,Property in Violation,WEB,TN,E DAVANT AVE,,,133,,POINT (-90.05211 35.11597),Not Applicable,6,,1,14,6
5159 GWYNNE RD,,,B,Cart Maintenance,,MEMPHIS,,Monday,,,11/15/2024 08:20:14 AM,Solid Waste Management,,Solid Waste Management,,5159 GWYNNE RD MEMPHIS TENNESSEE,Memphis,7182748,7182748,,10430,,11/15/2024 03:23:13 PM,,jjackson_AWPM,5159 GWYNNE RD,,,A,,,,056023  00001,,11/15/2024 08:17:00 AM,Low,Open,SWM-Cart Repair,,,,WEB,Tennessee,GWYNNE RD,,,,B3,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
1191 CENTRAL AVE,,,C,Billing,,MEMPHIS,,Thursday,,,11/15/2024 10:05:16 AM,Solid Waste Management,,Solid Waste Management,,1191 CENTRAL AVE MEMPHIS TENNESSEE,Memphis,7182854,7182854,,10440,,11/15/2024 03:23:13 PM,,jjackson_AWPM,1191 CENTRAL AVE,,,A,,,,032026  00005,,11/15/2024 10:00:00 AM,Low,Open,SWM-Solid Waste Fees,,,,WEB,Tennessee,CENTRAL AVE,,,,C1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
4267 PHILSDALE AVE,,,C,Cart Maintenance,,MEMPHIS,,Tuesday,,,11/15/2024 02:53:23 PM,Solid Waste Management,,Solid Waste Management,,4267 PHILSDALE AVE MEMPHIS TENNESSEE,Memphis,7183012,7183012,,10667,,11/15/2024 03:23:13 PM,,jjackson_AWPM,4267 PHILSDALE AVE,,,A,,,,058145  00037,,11/15/2024 02:50:00 PM,Low,Open,SWM-Dead Animal Collection,,,,WEB,Tennessee,PHILSDALE AVE,,,,C2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
1869 BLAIR HUNT DR,,,D,Garbage,,MEMPHIS,,Thursday,,,11/15/2024 11:19:41 AM,Solid Waste Management,,Solid Waste Management,,1869 BLAIR HUNT DR MEMPHIS TENNESSEE,Memphis,7182897,7182897,,10431,,11/15/2024 03:23:13 PM,,jjackson_AWPM,1869 BLAIR HUNT DR,,,A,,,,050053  00015,,11/15/2024 11:16:00 AM,Low,Open,SWM-Missed Bulk Trash,,,,WEB,Tennessee,BLAIR HUNT DR,,,,D3,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
5317 HICKMAN ST,,,D,Billing,,MEMPHIS,,Tuesday,,,11/15/2024 10:17:24 AM,Solid Waste Management,,Solid Waste Management,,5317 HICKMAN ST MEMPHIS TENNESSEE,Memphis,7182865,7182865,,10440,,11/15/2024 03:23:13 PM,,jjackson_AWPM,5317 HICKMAN ST,,,A,,,,079140  00012,,11/15/2024 10:13:00 AM,Low,Open,SWM-Solid Waste Fees,,,,WEB,Tennessee,HICKMAN ST,,,,D1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
3828 OAKSHIRE ST,,,D,Cart Maintenance,,MEMPHIS,,Friday,,,11/15/2024 03:05:31 PM,Solid Waste Management,,Solid Waste Management,,3828 OAKSHIRE ST MEMPHIS TENNESSEE,Memphis,7183029,7183029,,10441,,11/15/2024 03:23:13 PM,,jjackson_AWPM,3828 OAKSHIRE ST,,,A,,,,075087  00309,,11/15/2024 03:02:00 PM,Low,Open,SWM-Missing Cart,,,,WEB,Tennessee,OAKSHIRE ST,,,,D2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
"953 Maria St, Memphis TN 38122, United States",,,B,Cart Maintenance,,MEMPHIS,,Tuesday,,,11/15/2024 05:18:07 PM,Solid Waste Management,,Solid Waste Management,,"953 MARIA ST, MEMPHIS TN 38122, UNITED STATES",MEMPHIS,7183124,7183124,,10430,,11/15/2024 05:18:07 PM,,,"953 MARIA ST, MEMPHIS TN 38122, UNITED STATES",,,,,,,038088  00034,,11/14/2024 06:00:00 PM,Medium,Open,SWM-Cart Repair,,,,WEB,TN,MARIA ST,,,,B2,POINT (-90.04925 35.14976),Not Applicable,7,,,8,5
1170 DOROTHY PL,,,,Maintenance,,Memphis,11/15/2024 11:38:00 AM,,,,11/15/2024 10:12:47 AM,STREET MAINTENANCE,,Public Works,,1170 DOROTHY PL MEMPHIS  TN,MEMPHIS,50076357,50076357,,10268,,11/15/2024 11:39:19 AM,,,1170 DOROTHY PL,035,,,,,,032030  00015,,11/15/2024 04:11:53 AM,High,Closed,PW (ROW)-Trees Trimming,PWSMTTRD,,Completed by the HUB Group,WEB,Tn,DOROTHY PL,,,,,POINT (-90.04925 35.14976),Not Applicable,7,,,8,5
79 E FALLS RD,,,D,Garbage,,MEMPHIS,,Wednesday,,,11/15/2024 09:53:09 AM,Solid Waste Management,,Solid Waste Management,,79 E FALLS RD MEMPHIS TENNESSEE,Memphis,7182839,7182839,,10432,,11/15/2024 03:23:13 PM,,jjackson_AWPM,79 E FALLS RD,,,A,,,,076086  00016,,11/15/2024 09:49:00 AM,Low,Open,SWM-Garbage Missed,,,,WEB,Tennessee,E FALLS RD,,,,D3,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
3805 CARNES AVE,,,C,Cart Maintenance,,MEMPHIS,,Tuesday,,,11/15/2024 10:25:26 AM,Solid Waste Management,,Solid Waste Management,,3805 CARNES AVE MEMPHIS TENNESSEE,Memphis,7182871,7182871,,12748,,11/15/2024 03:23:13 PM,,jjackson_AWPM,3805 CARNES AVE,,,I,,,,046034  00012,,11/15/2024 10:22:00 AM,Low,Open,SWM-Recycle Cart Delivery,,,,WEB,Tennessee,CARNES AVE,,,,C1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
2315 LOWELL AVE,,,,Others,,MEMPHIS,,,,,11/15/2024 06:50:33 PM,ENVIRONMENTAL MAINTENANCE,,Public Works,,2315 LOWELL AVE MEMPHIS TENNESSEE 38114,MEMPHIS,50076431,50076431,,10688,,11/15/2024 06:50:33 PM,,,2315 LOWELL AVE,043,,,,,,047028  00005,38114,11/15/2024 12:49:33 PM,Low,Open,EMI-Sewer Backup,,,,WEB,Tennessee,LOWELL AVE,,,,,POINT (-89.98099 35.10836),Not Applicable,5,,,5,13
3902 CALLAHAN DR,,,A,Garbage,,MEMPHIS,11/15/2024 12:00:00 AM,Thursday,,,11/15/2024 02:19:15 PM,Solid Waste Management,,Solid Waste Management,,3902 CALLAHAN DR MEMPHIS TENNESSEE,Memphis,7182981,7182981,,10432,,11/15/2024 03:25:41 PM,,,3902 CALLAHAN DR,,,A,,,,071041  00026,,11/15/2024 02:16:00 PM,Low,Closed,SWM-Garbage Missed,SWMGM1,,pu,WEB,Tennessee,CALLAHAN DR,,,,A1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
2375 KINGSLEY AVE,,,A,Garbage,,MEMPHIS,11/15/2024 12:00:00 AM,Thursday,,,11/15/2024 11:07:39 AM,Solid Waste Management,,Solid Waste Management,,2375 KINGSLEY AVE MEMPHIS TENNESSEE,Memphis,7182891,7182891,,10432,,11/15/2024 03:25:18 PM,,,2375 KINGSLEY AVE,,,A,,,,071044  00006,,11/15/2024 11:04:00 AM,Low,Closed,SWM-Garbage Missed,SWMGM1,,pu,WEB,Tennessee,KINGSLEY AVE,,,,A1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
4834 BRADFORD DR,,,D,Garbage,,MEMPHIS,,Wednesday,,,11/15/2024 02:53:23 PM,Solid Waste Management,,Solid Waste Management,,4834 BRADFORD DR MEMPHIS TENNESSEE,Memphis,7183014,7183014,,10431,,11/15/2024 03:23:13 PM,,jjackson_AWPM,4834 BRADFORD DR,,,A,,,,076091  00037,,11/15/2024 02:51:00 PM,Low,Open,SWM-Missed Bulk Trash,,,,WEB,Tennessee,BRADFORD DR,,,,D3,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
335 AVON RD,,,,Others,,MEMPHIS,,,,,11/15/2024 07:29:00 AM,ENVIRONMENTAL MAINTENANCE,,Public Works,,335 AVON RD MEMPHIS TENNESSEE 38117,MEMPHIS,50076288,50076288,,10694,,11/15/2024 07:29:00 AM,,,335 AVON RD,039,,,,,,055051  00003,38117,11/15/2024 01:28:00 AM,Low,Open,EMI-Repair Miscellaneous,,,DTC @ S/W,WEB,Tennessee,AVON RD,,,,,POINT (-89.926 35.11582),Not Applicable,4,,,9,16
2045 BENTON ST,,,,Weeds,,MEMPHIS,,,,,11/15/2024 10:55:12 AM,GROUNDS MAINTENANCE,,Public Works,11/23/2024 04:54:29 AM,2045 BENTON ST MEMPHIS TN 38106,MEMPHIS,50076374,50076374,,10204,,11/15/2024 10:55:12 AM,,,2045 BENTON ST,,,,,,,049075  00003,38106,11/15/2024 10:55:12 AM,Low,In Progress,CW-Weeds Vacant Houses,VIOLATION,,Property in Violation,WEB,TN,BENTON ST,,,133,,POINT (-90.05211 35.11597),Not Applicable,6,,1,14,6
695 E DAVANT AVE,,,,Weeds,,MEMPHIS,,,,,11/15/2024 10:20:54 AM,GROUNDS MAINTENANCE,,Public Works,11/23/2024 04:20:06 AM,695 E DAVANT AVE MEMPHIS TN 38106,MEMPHIS,50076361,50076361,,10204,,11/15/2024 10:20:54 AM,,,695 E DAVANT AVE,,,,,,,049057  00001,38106,11/15/2024 10:20:54 AM,Low,In Progress,CW-Weeds Vacant Houses,VIOLATION,,Property in Violation,WEB,TN,E DAVANT AVE,,,133,,POINT (-90.05211 35.11597),Not Applicable,6,,1,14,6
2471 PARK AVE,,,C,Cart Maintenance,,MEMPHIS,,Wednesday,,,11/15/2024 11:54:56 AM,Solid Waste Management,,Solid Waste Management,,2471 PARK AVE MEMPHIS TENNESSEE,Memphis,7182917,7182917,,10441,,11/15/2024 03:23:13 PM,,jjackson_AWPM,2471 PARK AVE,,,A,,,,061012  00001,,11/15/2024 11:52:00 AM,Low,Open,SWM-Missing Cart,,,,WEB,Tennessee,PARK AVE,,,,C1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
278 E BURDOCK AVE,,,C,Cart Maintenance,,MEMPHIS,,Friday,,,11/15/2024 09:06:46 AM,Solid Waste Management,,Solid Waste Management,,278 E BURDOCK AVE MEMPHIS TENNESSEE,Memphis,7182787,7182787,,10441,,11/15/2024 03:23:13 PM,,jjackson_AWPM,278 E BURDOCK AVE,,,A,,,,035096  00003,,11/15/2024 09:05:00 AM,Low,Open,SWM-Missing Cart,,,,WEB,Tennessee,E BURDOCK AVE,,,,C1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
3392 FRAYSER SCHOOL DR,,,A,Billing,,MEMPHIS,,Thursday,,,11/15/2024 09:45:06 AM,Solid Waste Management,,Solid Waste Management,,3392 FRAYSER SCHOOL DR MEMPHIS TENNESSEE,Memphis,7182832,7182832,,10587,,11/15/2024 03:23:13 PM,,jjackson_AWPM,3392 FRAYSER SCHOOL DR,,,A,,,,070059  00024,,11/15/2024 09:42:00 AM,Low,Open,SWM-Cart Lease Application,,,,WEB,Tennessee,FRAYSER SCHOOL DR,,,,A3,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
3929 OAKSHIRE ST,,,D,Cart Maintenance,,MEMPHIS,,Friday,,,11/15/2024 09:18:49 AM,Solid Waste Management,,Solid Waste Management,,3929 OAKSHIRE ST MEMPHIS TENNESSEE,Memphis,7182800,7182800,,12748,,11/15/2024 03:23:13 PM,,jjackson_AWPM,3929 OAKSHIRE ST,,,A,,,,075109  00010,,11/15/2024 09:15:00 AM,Low,Open,SWM-Recycle Cart Delivery,,,,WEB,Tennessee,OAKSHIRE ST,,,,D2,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
"2601-2699 Greenmill Dr, Memphis, TN, 38119, USA",,,E,Cart Maintenance,,MEMPHIS,,Wednesday,,,11/15/2024 12:27:03 PM,Solid Waste Management,,Solid Waste Management,,"2601-2699 GREENMILL DR, MEMPHIS, TN, 38119, USA",CITIZEN,7182938,7182938,,10668,,11/15/2024 03:23:13 PM,,jjackson_AWPM,"2601-2699 GREENMILL DR, MEMPHIS, TN, 38119, USA",,,A,,,,,,11/15/2024 12:23:00 PM,Low,Open,SWM-Carts Out After-hours,,,,WEB,Tennessee,GREENMILL DR,,,,E1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
1037 JACKSON AVE,,,,,,Memphis,,,,,11/15/2024 02:36:10 PM,ENVIRONMENTAL ENFORCEMENT,,Public Works,11/29/2024 08:17:00 AM,1037 JACKSON AVE  MEMPHIS TN 38107,MEMPHIS,31747,50076416,,31747,,11/15/2024 02:36:10 PM,,,1037 JACKSON AVE,,,,,,,021023  00005,38107,11/15/2024 08:16:53 AM,Low,In Progress,EE-Illegal Dumping,VOPO,,,WEB,TN,JACKSON AVE,,,34,,POINT (-90.03625 35.16726),Not Applicable,7,,,7,7
1637 LINDEN AVE,,,B,Cart Maintenance,,MEMPHIS,,Friday,,,11/15/2024 12:49:08 PM,Solid Waste Management,,Solid Waste Management,,1637 LINDEN AVE MEMPHIS TENNESSEE,Memphis,7182959,7182959,,12750,,11/15/2024 03:23:13 PM,,jjackson_AWPM,1637 LINDEN AVE,,,A,,,,016034  00017,,11/15/2024 12:47:00 PM,Low,Open,SWM-Recycle Cart Repair,,,,WEB,Tennessee,LINDEN AVE,,,,B1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
"Airways Blvd, Memphis TN 38132, United States",,,,Maintenance-Potholes,,MEMPHIS,,,,,11/15/2024 03:35:20 PM,STREET MAINTENANCE,,Public Works,,"AIRWAYS BLVD, MEMPHIS TN 38132, UNITED STATES",MEMPHIS,7183058,7183058,,10266,,11/15/2024 03:35:20 PM,,,"AIRWAYS BLVD, MEMPHIS TN 38132, UNITED STATES",064,,,,,,060222 A00025,,11/14/2024 06:00:00 PM,Medium,Open,PW (SM)-Potholes,,,,WEB,TN,"AIRWAYS BLVD, MEMPHIS TN 38132, UNITED STATES",,,,,POINT (-90.04925 35.14976),Not Applicable,7,,,8,5
5159 GWYNNE RD,,,B,Garbage,,MEMPHIS,,Monday,,,11/15/2024 08:18:13 AM,Solid Waste Management,,Solid Waste Management,,5159 GWYNNE RD MEMPHIS TENNESSEE,Memphis,7182746,7182746,,10432,,11/15/2024 03:23:13 PM,,jjackson_AWPM,5159 GWYNNE RD,,,A,,,,056023  00001,,11/15/2024 08:15:00 AM,Low,Open,SWM-Garbage Missed,,,,WEB,Tennessee,GWYNNE RD,,,,B3,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
"1370 E Alcy Rd, Memphis TN 38106, United States",,,,Inspection-Structures,,MEMPHIS,,,,,11/15/2024 10:55:42 AM,Code Enforcement,,Public Works,,"1370 E ALCY RD, MEMPHIS TN 38106, UNITED STATES",MEMPHIS,7182885,7182885,,10409,,11/15/2024 10:55:42 AM,,,"1370 E ALCY RD, MEMPHIS TN 38106, UNITED STATES",,,,,,,060032  00045,38106,11/14/2024 06:00:00 PM,Medium,Open,"CE-Substandard,Derelict Struc",,,,WEB,TN,E ALCY RD,,,138,,POINT (-90.05211 35.11597),Not Applicable,6,,1,14,6
4271 COVENTRY DR,,,A,Garbage,,MEMPHIS,,Thursday,,,11/15/2024 03:37:12 PM,Solid Waste Management,,Solid Waste Management,,4271 COVENTRY DR MEMPHIS TENNESSEE,Memphis,7183061,7183061,,10432,,11/15/2024 03:37:12 PM,,,4271 COVENTRY DR,,,,,,,071001  00028,,11/15/2024 03:35:00 PM,Low,Open,SWM-Garbage Missed,,,,WEB,Tennessee,COVENTRY DR,,,,A1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
1040 NEPTUNE ST,,,C,Cart Maintenance,,MEMPHIS,,Friday,,,11/15/2024 12:08:58 PM,Solid Waste Management,,Solid Waste Management,,1040 NEPTUNE ST MEMPHIS TENNESSEE,Memphis,7182926,7182926,,10430,,11/15/2024 03:23:13 PM,,jjackson_AWPM,1040 NEPTUNE ST,,,A,,,,014017  00001,,11/15/2024 12:06:00 PM,Low,Open,SWM-Cart Repair,,,,WEB,Tennessee,NEPTUNE ST,,,,C3,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
1170 DOROTHY PL,,,,Cleanup,,Memphis,11/15/2024 11:38:10 AM,,,,11/15/2024 10:11:26 AM,STREET MAINTENANCE,,Public Works,,1170 DOROTHY PL MEMPHIS  TN,MEMPHIS,50076355,50076355,,10427,,11/15/2024 11:38:31 AM,,,1170 DOROTHY PL,035,,,,,,032030  00015,,11/15/2024 04:10:32 AM,High,Closed,PW (ROW)-Alley Debris,PWALLEYCLEANED,,Completed by the HUB Group,WEB,Tn,DOROTHY PL,,,,,POINT (-90.04925 35.14976),Not Applicable,7,,,8,5
7862 HARBOR OAK CV,,,E,Cart Maintenance,,MEMPHIS,,Friday,,,11/15/2024 04:48:03 PM,Solid Waste Management,,Solid Waste Management,,7862 HARBOR OAK CV MEMPHIS TENNESSEE,Memphis,7183115,7183115,,10441,,11/15/2024 04:48:03 PM,,,7862 HARBOR OAK CV,,,,,,,096509 A00024,,11/15/2024 04:46:00 PM,Low,Open,SWM-Missing Cart,,,,WEB,Tennessee,HARBOR OAK CV,,,,E1,POINT (-90.0521356 35.1433781),Not Applicable,6,,1,8,3
560 W PEEBLES RD,,,,Weeds,,MEMPHIS,,,,,11/15/2024 10:09:32 AM,GROUNDS MAINTENANCE,,Public Works,11/23/2024 04:08:04 AM,560 W PEEBLES RD MEMPHIS TN 38109,MEMPHIS,50076354,50076354,,10204,,11/15/2024 10:09:32 AM,,,560 W PEEBLES RD,,,,,,,075001  00054,38109,11/15/2024 10:09:32 AM,Low,In Progress,CW-Weeds Vacant Houses,VIOLATION,,Property in Violation,WEB,TN,W PEEBLES RD,,,,,POINT (-90.12608 35.08219),Not Applicable,6,,,14,12
